,Accuracy,Precision,Recall,F1 Score,ROC-AUC,Confusion Matrix
Baseline XGBoost,0.9986470354158377,0.896551724137931,0.8253968253968254,0.859504132231405,0.9996241871141887,"[[12496     6]
 [   11    52]]"
